Date,Team,Nombre,Acquired,Relinquished,Notes,ID
07-01-20,Hawks,Jabari Parker,,Jabari Parker,placed on IL with right shoulder injury,203953
07-01-20,Kings,Richaun Holmes,,Richaun Holmes,placed on IL with sprained right shoulder,1626158
07-01-20,Knicks,Marcus Morris,,Marcus Morris,placed on IL with sore neck,202694
07-01-20,Pistons,Blake Griffin,,Blake Griffin,surgery on left knee (out indefinitely),201933
07-01-20,Raptors,Fred VanVleet,,Fred VanVleet,strained right hamstring (DTD),1627832
07-01-20,Thunder,Danilo Gallinari,,Danilo Gallinari,placed on IL with right calf injury,201568
07-01-20,Warriors,Draymond Green,Draymond Green,,activated from IL,203110
07-01-20,Raptors,Matt Thomas,Matt Thomas,,activated from IL,1629744
08-01-20,Blazers,Skal Labissiere,,Skal Labissiere,placed on IL with left knee injury,1627746
08-01-20,Bucks,George Hill,,George Hill,placed on IL with illness,201588
08-01-20,Bucks,Pat Connaughton,Pat Connaughton,,activated from IL,1626192
08-01-20,Bulls,Wendell Carter Jr.,,Wendell Carter Jr.,placed on IL with high right ankle sprain,1628976
08-01-20,Celtics,Kemba Walker,Kemba Walker,,activated from IL,202689
08-01-20,Hawks,Bruno Fernando,,Bruno Fernando,placed on IL with strained left calf,1628981
08-01-20,Heat,Jimmy Butler,Jimmy Butler,,returned to lineup,202710
08-01-20,Heat,Justise Winslow,Justise Winslow,,activated from IL,1626159
08-01-20,Hornets,Michael Kidd-Gilchrist,Michael Kidd-Gilchrist,,activated from IL,203077
08-01-20,Jazz,Nigel Williams-Goss,Nigel Williams-Goss,,activated from IL,1628430
08-01-20,Magic,Al-Farouq Aminu,,Al-Farouq Aminu,surgery on right knee (out for season),202329
08-01-20,Nuggets,Paul Millsap,,Paul Millsap,placed on IL with bruised left knee,200794
08-01-20,Nuggets,Vlatko Cancar,Vlatko Cancar,,activated from IL,1628427
08-01-20,Pelicans,Kenrich Williams,,Kenrich Williams,sore lower back (DTD),1629026
08-01-20,Rockets,Russell Westbrook,,Russell Westbrook,placed on IL,201566
08-01-20,Wizards,Garrison Mathews,,Garrison Mathews,placed on IL with sprained right ankle,1629726
08-01-20,Heat,Gabe Vincent,,Gabe Vincent,placed on IL,1629216
09-01-20,76ers,Joel Embiid,,Joel Embiid,placed on IL with left hand injury,203954
09-01-20,76ers,Matisse Thybulle,Matisse Thybulle,,activated from IL,1629680
09-01-20,Bucks,George Hill,George Hill,,activated from IL,201588
09-01-20,Clippers,Paul George,,Paul George,strained left hamstring (DTD),202331
09-01-20,Rockets,Eric Gordon,,Eric Gordon,sore right knee (DTD),201569
09-01-20,Rockets,Michael Frazier II,Michael Frazier II,,activated from IL,1626187
09-01-20,Thunder,Danilo Gallinari,Danilo Gallinari,,activated from IL,201568
09-01-20,Thunder,Russell Westbrook,Russell Westbrook,,activated from IL,201566
09-01-20,Wizards,Davis Bertans,Davis Bertans,,activated from IL,202722
10-01-20,Bucks,Ersan Ilyasova,,Ersan Ilyasova,placed on IL with sore right knee,101141
10-01-20,Clippers,Paul George,,Paul George,placed on IL with strained left hamstring,202331
10-01-20,Clippers,Kawhi Leonard,Kawhi Leonard,,activated from IL,202695
10-01-20,Heat,Justise Winslow,,Justise Winslow,placed on IL with bruised lower back (out for season),1626159
10-01-20,Hornets,Marvin Williams,Marvin Williams,,activated from IL,101107
10-01-20,Jazz,Nigel Williams-Goss,,Nigel Williams-Goss,placed on IL,1628430
10-01-20,Lakers,Anthony Davis,,Anthony Davis,placed on IL with bruised tailbone,203076
10-01-20,Magic,Aaron Gordon,,Aaron Gordon,placed on IL with right calf injury,203932
10-01-20,Magic,D.J. Augustine,,D.J. Augustine,bruised left knee (DTD),201571
10-01-20,Nets,Garrett Temple,,Garrett Temple,placed on IL with bruised right knee,202066
10-01-20,Nets,Wilson Chandler,,Wilson Chandler,placed on IL with left hamstring injury,201163
10-01-20,Pacers,Domas Sabonis,,Domas Sabonis,placed on IL with sore left knee,1627734
10-01-20,Pacers,Malcolm Brogdon,,Malcolm Brogdon,strep throat (already on IL),1627763
11-01-20,Blazers,Hassan Whiteside,,Hassan Whiteside,illness (DTD),202355
11-01-20,Bucks,Kyle Korver,,Kyle Korver,placed on IL with sore back,2594
11-01-20,Bucks,Ersan Ilyasova,Ersan Ilyasova,,activated from IL,101141
11-01-20,Lakers,Danny Green,,Danny Green,placed on IL with right hip injury,201980
11-01-20,Lakers,LeBron James,,LeBron James,placed on IL with illness,2544
11-01-20,Pelicans,Derrick Favors,,Derrick Favors,strained right hamstring (DTD),202324
11-01-20,Pelicans,J.J. Redick,,J.J. Redick,strained left hamstring (DTD),200755
11-01-20,Pelicans,Kenrich Williams,,Kenrich Williams,placed on IL with sore lower back,1629026
11-01-20,Pistons,Markieff Morris,Markieff Morris,,activated from IL,202693
11-01-20,Rockets,Clint Capela,,Clint Capela,placed on IL with right heel injury,203991
11-01-20,Rockets,Eric Gordon,Eric Gordon,,returned to lineup,201569
12-01-20,Celtics,Romeo Langford,Romeo Langford,,activated from IL,1629641
12-01-20,Hawks,Trae Young,,Trae Young,left hamstring injury (DTD),1629027
12-01-20,Jazz,Donovan Mitchell,,Donovan Mitchell,placed on IL with illness,1628378
12-01-20,Knicks,Frank Ntilikina,,Frank Ntilikina,placed on IL with groin injury,1628373
12-01-20,Nets,Garrett Temple,Garrett Temple,,activated from IL,202066
12-01-20,Nets,Kyrie Irving,Kyrie Irving,,activated from IL,202681
12-01-20,Nets,Wilson Chandler,Wilson Chandler,,activated from IL,201163
12-01-20,Raptors,Norman Powell,Norman Powell,,activated from IL,1626181
12-01-20,Raptors,Pascal Siakam,Pascal Siakam,,activated from IL,1627783
12-01-20,Warriors,D'Angelo Russell,D'Angelo Russell,,activated from IL,1626156
12-01-20,Wizards,Bradley Beal,Bradley Beal,,activated from IL,203078
12-01-20,Wizards,C.J. Miles,C.J. Miles,,activated from IL,101139
13-01-20,Blazers,Mario Hezonja,,Mario Hezonja,bruised lower back (DTD),1626209
13-01-20,Blazers,Hassan Whiteside,Hassan Whiteside,,returned to lineup,202355
13-01-20,Bucks,Kyle Korver,Kyle Korver,,activated from IL,2594
13-01-20,Cavaliers,Ante Zizic,,Ante Zizic,placed on IL with vestibular condition,1627790
13-01-20,Cavaliers,Dante Exum,Dante Exum,,activated from IL,203957
13-01-20,Celtics,Daniel Theis,,Daniel Theis,placed on IL with sore right knee,1628464
13-01-20,Celtics,Vincent Poirier,Vincent Poirier,,activated from IL,1629738
13-01-20,Kings,Marvin Bagley III,Marvin Bagley III,,activated from IL,1628963
13-01-20,Lakers,Rajon Rondo,,Rajon Rondo,placed on IL with fractured finger,200765
13-01-20,Lakers,Danny Green,Danny Green,,activated from IL,201980
13-01-20,Lakers,LeBron James,LeBron James,,activated from IL,2544
13-01-20,Magic,Aaron Gordon,Aaron Gordon,,activated from IL,203932
13-01-20,Magic,D.J. Augustine,D.J. Augustine,,returned to lineup,201571
13-01-20,Nets,Garrett Temple,,Garrett Temple,bruised right knee (DTD),202066
13-01-20,Pacers,Domas Sabonis,Domas Sabonis,,activated from IL,1627734
13-01-20,Pacers,Malcolm Brogdon,Malcolm Brogdon,,activated from IL,1627763
13-01-20,Pelicans,Brandon Ingram,,Brandon Ingram,sore right knee (DTD),1627742
13-01-20,Pelicans,Jrue Holiday,,Jrue Holiday,placed on IL with left elbow injury,201950
13-01-20,Rockets,Clint Capela,Clint Capela,,activated from IL,203991
14-01-20,Bucks,Robin Lopez,,Robin Lopez,placed on IL,201577
14-01-20,Cavaliers,Larry Nance Jr.,Larry Nance Jr.,,activated from IL,1626204
14-01-20,Grizzlies,Jae Crowder,,Jae Crowder,right hip injury (DTD),203109
14-01-20,Hawks,Alex Len,,Alex Len,placed on IL with sore lower back,203458
14-01-20,Hawks,Trae Young,Trae Young,,returned to lineup,1629027
14-01-20,Jazz,Donovan Mitchell,Donovan Mitchell,,activated from IL,1628378
14-01-20,Nets,Garrett Temple,,Garrett Temple,placed on IL with bruised right knee,202066
14-01-20,Nets,Wilson Chandler,,Wilson Chandler,placed on IL with left hamstring injury,201163
14-01-20,Pacers,Naz Mitrou-Long,Naz Mitrou-Long ,,returned to lineup,1628513
14-01-20,Suns,Ricky Rubio,,Ricky Rubio,placed on IL for personal reasons,201937
14-01-20,Suns,Jalen Lecque,Jalen Lecque,,activated from IL,1629665
14-01-20,Thunder,Abdel Nader,,Abdel Nader,sprained left ankle (DTD),1627846
14-01-20,Thunder,Russell Westbrook,,Russell Westbrook,placed on IL,201566
14-01-20,Bucks,Frank Mason,,Frank Mason,strained oblique muscle (DTD),1628412
14-01-20,Grizzlies,Bruno Caboclo,,Bruno Caboclo,placed on IL with left knee injury,203998
15-01-20,Celtics,Jayson Tatum,,Jayson Tatum,placed on IL with sore right knee,1628369
15-01-20,Celtics,Daniel Theis,Daniel Theis,,activated from IL,1628464
15-01-20,Hawks,Chandler Parsons,,Chandler Parsons,concussion (DTD),202718
15-01-20,Heat,Tyler Herro,,Tyler Herro,bruised left knee (DTD),1629639
15-01-20,Magic,D.J. Augustine,,D.J. Augustine,placed on IL with left knee injury,201571
15-01-20,Magic,Evan Fournier,,Evan Fournier,bruised right quadriceps (DTD),203095
15-01-20,Nets,Wilson Chandler,Wilson Chandler,,activated from IL,201163
15-01-20,Nuggets,Gary Harris,,Gary Harris,placed on IL with strained right adductor,203914
15-01-20,Raptors,Marc Gasol,Marc Gasol,,activated from IL,201188
15-01-20,Rockets,Russell Westbrook,Russell Westbrook,,activated from IL,201566
15-01-20,Suns,Kelly Oubre Jr.,,Kelly Oubre Jr.,concussion (DTD),1626162
15-01-20,Suns,Ricky Rubio,Ricky Rubio,,activated from IL,201937
15-01-20,Thunder,Abdel Nader,,Abdel Nader,placed on IL with sprained left ankle,1627846
16-01-20,Bucks,Robin Lopez,Robin Lopez,,activated from IL,201577
16-01-20,Celtics,Jaylen Brown,,Jaylen Brown,placed on IL with sprained right thumb,1627759
16-01-20,Celtics,Jayson Tatum,Jayson Tatum,,activated from IL,1628369
16-01-20,Knicks,Reggie Bullock,,Reggie Bullock,placed on IL with sore neck,203493
16-01-20,Knicks,Frank Ntilikina,Frank Ntilikina,,activated from IL,1628373
16-01-20,Knicks,Marcus Morris,Marcus Morris,,activated from IL,202694
16-01-20,Magic,Evan Fournier,Evan Fournier,,returned to lineup,203095
16-01-20,Nuggets,Jamal Murray,,Jamal Murray,placed on IL with sprained left ankle,1627750
16-01-20,Pelicans,Jahlil Okafor,,Jahlil Okafor,sore lower back (DTD),1626143
16-01-20,Pelicans,Brandon Ingram,Brandon Ingram,,returned to lineup,1627742
16-01-20,Pelicans,Derrick Favors,Derrick Favors,,returned to lineup,202324
16-01-20,Suns,Kelly Oubre Jr.,,Kelly Oubre Jr.,placed on IL with concussion,1626162
16-01-20,Warriors,Jacob Evans,,Jacob Evans,placed on IL with concussion,1628980
17-01-20,Bulls,Daniel Gafford,,Daniel Gafford,placed on IL with right thumb injury,1629655
17-01-20,Cavaliers,Brandon Knight,,Brandon Knight,placed on IL with sore left knee,202688
17-01-20,Grizzlies,Jae Crowder,Jae Crowder,,returned to lineup,203109
17-01-20,Knicks,R.J. Barrett,,R.J. Barrett,sprained right ankle (DTD),1629628
17-01-20,Nets,DeAndre Jordan,,DeAndre Jordan,finger injury (DTD),201599
17-01-20,Nets,Joe Harris,,Joe Harris,sore lower back (DTD),203925
17-01-20,Rockets,Austin Rivers,,Austin Rivers,sprained right thumb (DTD),203085
17-01-20,Spurs,DeMarre Carroll,,DeMarre Carroll,placed on IL,201960
17-01-20,Spurs,Rudy Gay,,Rudy Gay,placed on IL with illness,200752
17-01-20,Thunder,Steven Adams,,Steven Adams,placed on IL with bruised right knee,203500
17-01-20,Thunder,Nerlens Noel,Nerlens Noel,,activated from IL,203457
17-01-20,Timberwolves,Allen Crabbe,,Allen Crabbe,placed on IL with illness,203459
17-01-20,Timberwolves,Karl-Anthony Towns,Karl-Anthony Towns,,activated from IL,1626157
17-01-20,Warriors,Draymond Green,,Draymond Green,left finger injury (DTD),203110
18-01-20,Blazers,C.J. McCollum,,C.J. McCollum,sprained left ankle (DTD),203468
18-01-20,Bucks,Robin Lopez,,Robin Lopez,placed on IL with illness,201577
18-01-20,Cavaliers,John Henson,,John Henson,placed on IL with sore lower back,203089
18-01-20,Celtics,Kemba Walker,,Kemba Walker,placed on IL with sore left knee,202689
18-01-20,Clippers,Moe Harkless,,Moe Harkless,placed on IL with sore lower back,203090
18-01-20,Jazz,Mike Conley Jr.,Mike Conley Jr.,,activated from IL,201144
18-01-20,Kings,Bogdan Bogdanovic,Bogdan Bogdanovic,,activated from IL,203992
18-01-20,Knicks,R.J. Barrett,,R.J. Barrett,placed on IL with sprained right ankle,1629628
18-01-20,Knicks,Reggie Bullock,Reggie Bullock,,activated from IL,203493
18-01-20,Magic,Michael Carter-Williams,Michael Carter-Williams,,activated from IL,203487
18-01-20,Nets,DeAndre Jordan,,DeAndre Jordan,placed on IL with finger injury,201599
18-01-20,Nets,Joe Harris,,Joe Harris,placed on IL with sore lower back,203925
18-01-20,Pelicans,J.J. Redick,J.J. Redick,,returned to lineup,200755
18-01-20,Raptors,Fred VanVleet,,Fred VanVleet,placed on IL with strained right hamstring,1627832
18-01-20,Raptors,Malcolm Miller,,Malcolm Miller,placed on IL,1626259
18-01-20,Raptors,Fred VanVleet,Fred VanVleet,,activated from IL,1627832
18-01-20,Rockets,Austin Rivers,,Austin Rivers,placed on IL with sprained right thumb,203085
18-01-20,Suns,Cameron Johnson,,Cameron Johnson,bruised right quadriceps (DTD),1629661
18-01-20,Thunder,Justin Patton,,Justin Patton,illness (DTD),1628383
18-01-20,Thunder,Terrance Ferguson,,Terrance Ferguson,placed on IL with illness,1628390
18-01-20,Thunder,Steven Adams,Steven Adams,,activated from IL,203500
18-01-20,Warriors,Alen Smailagic,,Alen Smailagic,placed on IL,1629346
18-01-20,Warriors,Glenn Robinson III,,Glenn Robinson III,sprained right ankle (DTD),203922
19-01-20,Heat,Tyler Herro,Tyler Herro,,returned to lineup,1629639
19-01-20,Nets,Wilson Chandler,,Wilson Chandler,left hamstring injury (DTD),201163
19-01-20,Nets,Garrett Temple,Garrett Temple,,activated from IL,202066
19-01-20,Nets,Joe Harris,Joe Harris,,activated from IL,203925
20-01-20,Blazers,Mario Hezonja,Mario Hezonja,,returned to lineup,1626209
20-01-20,Cavaliers,Dean Wade,,Dean Wade,illness (DTD),1629731
20-01-20,Celtics,Jaylen Brown,Jaylen Brown,,activated from IL,1627759
20-01-20,Celtics,Kemba Walker,Kemba Walker,,activated from IL,202689
20-01-20,Heat,Jimmy Butler,,Jimmy Butler,right hip injury (DTD),202710
20-01-20,Lakers,Anthony Davis,Anthony Davis,,activated from IL,203076
20-01-20,Lakers,Rajon Rondo,Rajon Rondo,,activated from IL,200765
20-01-20,Nets,Kyrie Irving,,Kyrie Irving,placed on IL with right hamstring injury,202681
20-01-20,Nets,Wilson Chandler,,Wilson Chandler,placed on IL with left hamstring injury,201163
20-01-20,Pelicans,Derrick Favors,,Derrick Favors,sore lower back (DTD),202324
20-01-20,Pelicans,Jrue Holiday,Jrue Holiday,,activated from IL,201950
20-01-20,Spurs,DeMarre Carroll,,DeMarre Carroll,illness (DTD),201960
20-01-20,Suns,Aron Baynes,,Aron Baynes,sore left hip (DTD),203382
20-01-20,Suns,Jalen Lecque,,Jalen Lecque,placed on IL,1629665
20-01-20,Suns,Kelly Oubre Jr.,Kelly Oubre Jr.,,activated from IL,1626162
20-01-20,Thunder,Justin Patton,,Justin Patton,placed on IL with illness,1628383
20-01-20,Thunder,Nerlens Noel,,Nerlens Noel,sore left ankle (DTD),203457
20-01-20,Timberwolves,Allen Crabbe,Allen Crabbe,,activated from IL,203459
20-01-20,Warriors,Draymond Green,,Draymond Green,illness (DTD),203110
20-01-20,Wizards,Anzejs Pasecniks,,Anzejs Pasecniks,placed on IL with sprained left ankle,1628394
21-01-20,Clippers,Moe Harkless,Moe Harkless,,activated from IL,203090
21-01-20,Mavericks,Kristaps Porzingis,Kristaps Porzingis,,activated from IL,204001
21-01-20,Pistons,Tim Frazier,,Tim Frazier,illness (DTD),204025
22-01-20,Celtics,Jaylen Brown,,Jaylen Brown,placed on IL with sprained right ankle,1627759
22-01-20,Clippers,Kawhi Leonard,,Kawhi Leonard,placed on IL,202695
22-01-20,Clippers,Patrick Beverley,,Patrick Beverley,placed on IL with right groin injury,201976
22-01-20,Hawks,Trae Young,,Trae Young,placed on IL with bruised right thigh,1629027
22-01-20,Hawks,Alex Len,Alex Len,,activated from IL,203458
22-01-20,Heat,Jimmy Butler,Jimmy Butler,,returned to lineup,202710
22-01-20,Kings,Marvin Bagley III,,Marvin Bagley III,placed on IL with sprained left foot (out for season),1628963
22-01-20,Knicks,Dennis Smith Jr.,Dennis Smith Jr.,,activated from IL,1628372
22-01-20,Mavericks,Dwight Powell,,Dwight Powell,torn right Achilles tendon (out for season),203939
22-01-20,Mavericks,Dwight Powell,,Dwight Powell,placed on IL with torn right Achilles tendon (out for season),203939
22-01-20,Nuggets,Mason Plumlee,,Mason Plumlee,placed on IL with right foot injury,203486
22-01-20,Nuggets,Michael Porter Jr.,,Michael Porter Jr.,back injury (DTD),1629008
22-01-20,Pelicans,Derrick Favors,Derrick Favors,,returned to lineup,202324
22-01-20,Pelicans,Jahlil Okafor,Jahlil Okafor,,returned to lineup,1626143
22-01-20,Pelicans,Zion Williamson,Zion Williamson,,activated from IL,1629627
22-01-20,Pistons,Andre Drummond,,Andre Drummond,mouth injury (DTD),203083
22-01-20,Pistons,Blake Griffin,,Blake Griffin,placed on IL with left knee injury (out for season),201933
22-01-20,Pistons,Bruce Brown,,Bruce Brown,placed on IL with illness,1628971
22-01-20,Pistons,Tim Frazier,,Tim Frazier,placed on IL with illness,204025
22-01-20,Rockets,Austin Rivers,Austin Rivers,,activated from IL,203085
22-01-20,Spurs,Rudy Gay,Rudy Gay,,activated from IL,200752
22-01-20,Thunder,Steven Adams,,Steven Adams,placed on IL with sprained left ankle,203500
22-01-20,Thunder,Nerlens Noel,Nerlens Noel,,returned to lineup,203457
22-01-20,Warriors,Draymond Green,Draymond Green,,returned to lineup,203110
22-01-20,Warriors,Glenn Robinson III,Glenn Robinson III,,returned to lineup,203922
22-01-20,Warriors,Jacob Evans,Jacob Evans,,activated from IL,1628980
23-01-20,76ers,Josh Richardson,,Josh Richardson,strained left hamstring (out indefinitely),1626196
23-01-20,Cavaliers,Dean Wade,Dean Wade,,returned to lineup,1629731
23-01-20,Cavaliers,John Henson,John Henson,,activated from IL,203089
23-01-20,Celtics,Enes Kanter,,Enes Kanter,bruised right hip (DTD),202683
23-01-20,Lakers,JaVale McGee,,JaVale McGee,placed on IL with flu,201580
23-01-20,Nets,Nicolas Claxton,,Nicolas Claxton,placed on IL with left shoulder injury,1629651
23-01-20,Nets,Kyrie Irving,Kyrie Irving,,activated from IL,202681
23-01-20,Nets,Wilson Chandler,Wilson Chandler,,activated from IL,201163
23-01-20,Pacers,Malcolm Brogdon,,Malcolm Brogdon,concussion (DTD),1627763
23-01-20,Raptors,Patrick McCaw,,Patrick McCaw,fractured nose (DTD),1627775
23-01-20,Spurs,DeMarre Carroll,DeMarre Carroll,,activated from IL,201960
23-01-20,Wizards,Anzejs Pasecniks,Anzejs Pasecniks,,activated from IL,1628394
24-01-20,Bucks,Sterling Brown,,Sterling Brown,placed on IL with illness,1628425
24-01-20,Bulls,Lauri Markkanen,,Lauri Markkanen,placed on IL with stress reaction in pelvis,1628374
24-01-20,Celtics,Enes Kanter,,Enes Kanter,placed on IL with bruised right hip,202683
24-01-20,Celtics,Jayson Tatum,,Jayson Tatum,strained right groin (DTD),1628369
24-01-20,Clippers,Kawhi Leonard,Kawhi Leonard,,activated from IL,202695
24-01-20,Hawks,Trae Young,Trae Young,,activated from IL,1629027
24-01-20,Heat,Goran Dragic,,Goran Dragic,left calf injury (DTD),201609
24-01-20,Heat,Kendrick Nunn,,Kendrick Nunn,left Achilles injury (DTD),1629134
24-01-20,Nuggets,Gary Harris,Gary Harris,,activated from IL,203914
24-01-20,Nuggets,Michael Porter Jr.,Michael Porter Jr.,,returned to lineup,1629008
24-01-20,Pacers,Goga Bitadze,,Goga Bitadze,placed on IL with illness,1629048
24-01-20,Pacers,JaKarr Sampson,,JaKarr Sampson,placed on IL with sprained left ankle,203960
24-01-20,Pacers,Malcolm Brogdon,,Malcolm Brogdon,placed on IL with concussion,1627763
